nomor_registrasi,nama_produk,komposisi,list_zat_aktif,primary_drug_category,all_drug_categories,matched
DTL2517207937A2,NELLCO SPECIAL OBH PE RASA JAHE MINT,AMMONIUM CHLORIDE | CHLORPHENAMINE MALEATE | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE | SUCCUS LIQUIRITIAE,"['AMMONIUM CHLORIDE', 'CHLORPHENAMINE MALEATE', 'PARACETAMOL', 'PHENYLEPHRINE HYDROCHLORIDE', 'SUCCUS LIQUIRITIAE']",UNKNOWN,,0
DTL2117207537A1,NELLCO SPECIAL OBH PE UNTUK ANAK-ANAK (RASA JERUK),PARACETAMOL. CHLORPHENAMINE MALEATE. PHENYLEPHRINE HYDROCHLORIDE. SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE,['PARACETAMOL. CHLORPHENAMINE MALEATE. PHENYLEPHRINE HYDROCHLORIDE. SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE'],UNKNOWN,,0
DKL9907913446A1,NELYDEX,DEXAMETHASONE SODIUM PHOSPHATE. POLYMYXIN B SULFATE. NEOMYCIN SULFATE,['DEXAMETHASONE SODIUM PHOSPHATE. POLYMYXIN B SULFATE. NEOMYCIN SULFATE'],kortikosteroid,kortikosteroid,1
DTL9206307609A1,NEO ADIAR,BISMUTH SUBSALICYLATE,['BISMUTH SUBSALICYLATE'],UNKNOWN,,0
DKL8506402409A1,NEO ERPHAVITALGIN,THIAMINE MONONITRATE. PYRIDOXINE HYDROCHLORIDE. METAMIZOLE SODIUM MONOHYDRATE. CYANOCOBALAMIN,['THIAMINE MONONITRATE. PYRIDOXINE HYDROCHLORIDE. METAMIZOLE SODIUM MONOHYDRATE. CYANOCOBALAMIN'],UNKNOWN,,0
DBL9230902433A1,NEO KAOMINAL,KAOLIN. PECTIN,['KAOLIN. PECTIN'],UNKNOWN,,0
DTL2626303937A1,NEO MENTASIN,AMMONIUM CHLORIDE | CHLORPHENAMINE MALEATE | SUCCUS LIQUIRITIAE,"['AMMONIUM CHLORIDE', 'CHLORPHENAMINE MALEATE', 'SUCCUS LIQUIRITIAE']",UNKNOWN,,0
DKL7217807210A1,NEO MERCAZOLE,CARBIMAZOLE,['CARBIMAZOLE'],tiroid,tiroid,1
DTL8606302804A1,NEO REMAT,IBUPROFEN. PARACETAMOL,['IBUPROFEN. PARACETAMOL'],nsaid,nsaid,1
DTL0322717909A1,NEO RHEUMACYL NEURO,CYANOCOBALAMIN | IBUPROFEN | PYRIDOXINE HYDROCHLORIDE | THIAMINE MONONITRATE,"['CYANOCOBALAMIN', 'IBUPROFEN', 'PYRIDOXINE HYDROCHLORIDE', 'THIAMINE MONONITRATE']",nsaid,nsaid,1
DTL8708101024A1,NEO ULTRACYN,CHLORPHENESIN,['CHLORPHENESIN'],UNKNOWN,,0
DTL2408103104A1,NEO ULTRADIN,CHLORPHENAMINE MALEATE. DEXTROMETHORPHAN HYDROBROMIDE. PHENYLEPHRINE HYDROCHLORIDE,['CHLORPHENAMINE MALEATE. DEXTROMETHORPHAN HYDROBROMIDE. PHENYLEPHRINE HYDROCHLORIDE'],UNKNOWN,,0
DBL2526303837A1,NEO UNI OBH,AMMONIUM CHLORIDE | SUCCUS LIQUIRITIAE,"['AMMONIUM CHLORIDE', 'SUCCUS LIQUIRITIAE']",UNKNOWN,,0
DKL0409214828A1,NEOCENTA,NEOMYCIN SULFATE | PLACENTA EXTRACT,"['NEOMYCIN SULFATE', 'PLACENTA EXTRACT']",UNKNOWN,,0
DBL2522730358A1,NEODULAX RECTAL,KOMBINASI-SODIUM LAURYL SULFOACETATE POWDER | MACROGOL 400 | SODIUM CITRATE | SORBITOL,"['SODIUM LAURYL SULFOACETATE POWDER', 'MACROGOL 400', 'SODIUM CITRATE', 'SORBITOL']",UNKNOWN,,0
DKL2331550544A1,NEOPTIX,PARECOXIB SODIUM,['PARECOXIB SODIUM'],UNKNOWN,,0
LKE18147058,NEOZEP ADVANCE,PARACETAMOL. CHLORPHENAMINE MALEATE. PHENYLEPHRINE HYDROCHLORIDE. ZINC SULFATE,['PARACETAMOL. CHLORPHENAMINE MALEATE. PHENYLEPHRINE HYDROCHLORIDE. ZINC SULFATE'],UNKNOWN,,0
LKE18147057,NEOZEP ADVANCE NON-DROWSY,PARACETAMOL. PHENYLEPHRINE HYDROCHLORIDE. ZINC SULFATE MONOHYDRATE,['PARACETAMOL. PHENYLEPHRINE HYDROCHLORIDE. ZINC SULFATE MONOHYDRATE'],UNKNOWN,,0
DTL2104530510A1,NEOZEP FORTE,PSEUDOEPHEDRINE HYDROCHLORIDE. DIPHENHYDRAMINE HYDROCHLORIDE. PARACETAMOL,['PSEUDOEPHEDRINE HYDROCHLORIDE. DIPHENHYDRAMINE HYDROCHLORIDE. PARACETAMOL'],UNKNOWN,,0
DKI1441800149A1,NEPHROSTERIL,ACETIC ACID | ACETYLCYSTEINE | ALANINE | GLYCINE | ISOLEUCINE | L-ARGININE | LEUCINE | L-HISTIDINE | LYSINE ACETATE | MALIC ACID | METHIONINE | PHENYLALANINE | PROLINE | SERINE | THREONINE | TRYPTOPHAN | VALINE,"['ACETIC ACID', 'ACETYLCYSTEINE', 'ALANINE', 'GLYCINE', 'ISOLEUCINE', 'L-ARGININE', 'LEUCINE', 'L-HISTIDINE', 'LYSINE ACETATE', 'MALIC ACID', 'METHIONINE', 'PHENYLALANINE', 'PROLINE', 'SERINE', 'THREONINE', 'TRYPTOPHAN', 'VALINE']",UNKNOWN,,0
DKL8817605029A1,NERILON,DIFLUCORTOLONE VALERATE,[],UNKNOWN,,0
DKI2071602429A1,NERISONA COMBI,DIFLUCORTOLONE VALERATE. CHLORQUINALDOL,['DIFLUCORTOLONE VALERATE. CHLORQUINALDOL'],UNKNOWN,,0
DBL2613031409A1,NERVIGEN 5000,CYANOCOBALAMIN | PYRIDOXINE HYDROCHLORIDE | THIAMINE HYDROCHLORIDE,"['CYANOCOBALAMIN', 'PYRIDOXINE HYDROCHLORIDE', 'THIAMINE HYDROCHLORIDE']",UNKNOWN,,0
DKL2233555135A1,NESFOL,SODIUM PHOSPHATE MONOBASIC MONOHYDRATE. DIBASIC SODIUM PHOSPHATE HEPTAHYDRATE,['SODIUM PHOSPHATE MONOBASIC MONOHYDRATE. DIBASIC SODIUM PHOSPHATE HEPTAHYDRATE'],UNKNOWN,,0
GKL2333556543A1,NETILMICIN SULFATE,NETILMICIN SULFATE,['NETILMICIN SULFATE'],UNKNOWN,,0
DKL2511648309A1,NEURALGIN RX,CAFFEINE | CYANOCOBALAMIN | METAMIZOLE SODIUM | PYRIDOXINE HYDROCHLORIDE | THIAMINE HYDROCHLORIDE,"['CAFFEINE', 'CYANOCOBALAMIN', 'METAMIZOLE SODIUM', 'PYRIDOXINE HYDROCHLORIDE', 'THIAMINE HYDROCHLORIDE']",xantin,xantin,1
DKL1006414117A1,NEURO ATP,THIAMINE MONONITRATE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN. ADENOSINE TRIPHOSPHATE DISODIUM. DL-ALPHA-TOCOPHERYL ACETATE,['THIAMINE MONONITRATE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN. ADENOSINE TRIPHOSPHATE DISODIUM. DL-ALPHA-TOCOPHERYL ACETATE'],UNKNOWN,,0
DBL8317600816A1,NEUROBAT,THIAMINE DISULFIDE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN,['THIAMINE DISULFIDE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN'],UNKNOWN,,0
DKL7207920943A2,NEUROBORAN,CYANOCOBALAMIN. THIAMINE HYDROCHLORIDE. PYRIDOXINE HYDROCHLORIDE,['CYANOCOBALAMIN. THIAMINE HYDROCHLORIDE. PYRIDOXINE HYDROCHLORIDE'],UNKNOWN,,0
DBL0305033317A1,NEURODEX,KOMBINASI CYANOCOBALAMIN 1.0% IN GELATIN | PYRIDOXINE HYDROCHLORIDE | THIAMINE MONONITRATE,"['KOMBINASI CYANOCOBALAMIN 1.0% IN GELATIN', 'PYRIDOXINE HYDROCHLORIDE', 'THIAMINE MONONITRATE']",UNKNOWN,,0
DKL0615807815A1,NEUROFENAC PLUS,CYANOCOBALAMIN | DICLOFENAC SODIUM | PYRIDOXINE HYDROCHLORIDE | THIAMINE MONONITRATE,"['CYANOCOBALAMIN', 'DICLOFENAC SODIUM', 'PYRIDOXINE HYDROCHLORIDE', 'THIAMINE MONONITRATE']",nsaid,nsaid,1
DBL9608005917A1,NEUROHAX,PYRIDOXINE HYDROCHLORIDE. THIAMINE NITRATE. CYANOCOBALAMIN,['PYRIDOXINE HYDROCHLORIDE. THIAMINE NITRATE. CYANOCOBALAMIN'],UNKNOWN,,0
DBL1308005917B1,NEUROHAX 5000,PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN. THIAMINE NITRATE,['PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN. THIAMINE NITRATE'],UNKNOWN,,0
DBL2521208817A1,NEUROKAL,CYANOCOBALAMIN | PYRIDOXINE HYDROCHLORIDE | THIAMINE MONONITRATE,"['CYANOCOBALAMIN', 'PYRIDOXINE HYDROCHLORIDE', 'THIAMINE MONONITRATE']",UNKNOWN,,0
DBL9922227316A1,NEUROSANBE 5000,CYANOCOBALAMIN | KOMBINASI-THIAMINE MONONITRATE 98 DC | PYRIDOXINE HYDROCHLORIDE,"['CYANOCOBALAMIN', 'KOMBINASI-THIAMINE MONONITRATE 98 DC', 'PYRIDOXINE HYDROCHLORIDE']",UNKNOWN,,0
DKL7822221909A1,NEUROSANBE PLUS,KOMBINASI-KOMBINASI CYANOCOBALAMIN GRANULE 1 | KOMBINASI-PYRIDOXINE HCL 97 | KOMBINASI-THIAMINE MONONITRATE 98 DC | METAMIZOLE SODIUM,"['KOMBINASI CYANOCOBALAMIN GRANULE 1', 'KOMBINASI-PYRIDOXINE HCL 97', 'KOMBINASI-THIAMINE MONONITRATE 98 DC', 'METAMIZOLE SODIUM']",UNKNOWN,,0
DKL1212426204A1,NEVIRAL,NEVIRAPINE,['NEVIRAPINE'],UNKNOWN,,0
DKL1534612110A1,NEVODIO,NEBIVOLOL HYDROCHLORIDE,['NEBIVOLOL HYDROCHLORIDE'],UNKNOWN,,0
DTL9502321108A1,NEVRADIN E,CYANOCOBALAMIN | PYRIDOXINE HYDROCHLORIDE | THIAMINE MONONITRATE | TOCOPHERYL ACETATE,"['CYANOCOBALAMIN', 'PYRIDOXINE HYDROCHLORIDE', 'THIAMINE MONONITRATE', 'TOCOPHERYL ACETATE']",UNKNOWN,,0
DTL7600915629A1,NEW ASTAR,DIPHENHYDRAMINE HYDROCHLORIDE. UNDECYLENIC ACID. SULFUR,['DIPHENHYDRAMINE HYDROCHLORIDE. UNDECYLENIC ACID. SULFUR'],UNKNOWN,,0
DBL2104530717A1,NEW ENZYPLEX,CALCIUM PANTOTHENATE | CYANOCOBALAMIN | DEOXYCHOLIC ACID | KOMBINASI-PANCREATIN | NICOTINAMIDE | POLYDIMETHYLPOLYSILOXANES | PYRIDOXINE HYDROCHLORIDE | RIBOFLAVIN | THIAMINE MONONITRATE,"['CALCIUM PANTOTHENATE', 'CYANOCOBALAMIN', 'DEOXYCHOLIC ACID', 'KOMBINASI-PANCREATIN', 'NICOTINAMIDE', 'POLYDIMETHYLPOLYSILOXANES', 'PYRIDOXINE HYDROCHLORIDE', 'RIBOFLAVIN', 'THIAMINE MONONITRATE']",UNKNOWN,,0
DBL2304531209A1,NEW ENZYPLEX FR,SIMETHICONE. KOMBINASI-PANCREATIN,['SIMETHICONE. KOMBINASI-PANCREATIN'],UNKNOWN,,0
DKI0651602217A1,NEXAVAR,SORAFENIB TOSILATE,['SORAFENIB TOSILATE'],UNKNOWN,,0
DKI2486102243A1,NGENLA,SOMATROGON,['SOMATROGON'],UNKNOWN,,0
DKL2308028028A1,NIADERM,NICOTINAMIDE,['NICOTINAMIDE'],UNKNOWN,,0
GKL2119934943A1,NICARDIPINE HCL,NICARDIPINE HYDROCHLORIDE,['NICARDIPINE HYDROCHLORIDE'],UNKNOWN,,0
LKE16335004,NICOX,NIMESULIDE,['NIMESULIDE'],UNKNOWN,,0
DKL1615305023A1,NIFLEC,MACROGOL 4000,['MACROGOL 4000'],UNKNOWN,,0
DKI1435301001A1,NIFTEN,NIFEDIPINE. ATENOLOL,['NIFEDIPINE. ATENOLOL'],ccb,ccb,1
DKL2409227936A1,NILAXON,SODIUM PICOSULFATE,['SODIUM PICOSULFATE'],UNKNOWN,,0
DKI2318604901A1,NILTIB,NILOTINIB HYDROCHLORIDE DIHYDRATE,['NILOTINIB HYDROCHLORIDE DIHYDRATE'],UNKNOWN,,0
DKL1802009517A1,NIMOTOP,NIMODIPINE,['NIMODIPINE'],UNKNOWN,,0
DKI2631500701A1,NINLARO 2.3 MG,IXAZOMIB CITRATE,['IXAZOMIB CITRATE'],UNKNOWN,,0
DKL9832205736A1,NIPE,PARACETAMOL. ISOTHIPENDYL HYDROCHLORIDE. PHENYLEPHRINE HYDROCHLORIDE,[],UNKNOWN,,0
DKL9832205837A1,NIPE,PARACETAMOL. PHENYLEPHRINE HYDROCHLORIDE. ISOTHIPENDYL HYDROCHLORIDE,[],UNKNOWN,,0
DKL0505513574A1,NITRAL,KOMBINASI-GLYCERYL TRINITRATE 2 IN LACTOSE,['GLYCERYL TRINITRATE 2 IN LACTOSE'],UNKNOWN,,0
DKL2344406803A1,NITROKAF RETARD,KOMBINASI-GLYCERYL TRINITRATE 1. 4 PELLET,['GLYCERYL TRINITRATE 1. 4 PELLET'],UNKNOWN,,0
DKL2244406303A1,NITROKAF RETARD FORTE,KOMBINASI-GLYCERYL TRINITRATE 2. 5 PELLET,['GLYCERYL TRINITRATE 2. 5 PELLET'],UNKNOWN,,0
LKE14147030,NO DROWSE DECOLGEN SEVERE COLDS,PARACETAMOL. PHENYLPROPANOLAMINE HYDROCHLORIDE,['PARACETAMOL. PHENYLPROPANOLAMINE HYDROCHLORIDE'],UNKNOWN,,0
DKL1433531401A1,NOCEL,DIACEREIN,['DIACEREIN'],UNKNOWN,,0
DKL2011646209A1,NOCID,ALPHA-HYDROXY METHIONINE CALCIUM | ALPHA-KETO-ISOLEUCIN CALCIUM | ALPHA-KETO-LEUCINE CALCIUM | ALPHA-KETO-PHENYLALANINE CALCIUM | ALPHA-KETO-VALINE CALCIUM | HISTIDINE | LYSINE ACETATE | THREONINE | TRYPTOPHAN | TYROSINE,"['ALPHA-HYDROXY METHIONINE CALCIUM', 'ALPHA-KETO-ISOLEUCIN CALCIUM', 'ALPHA-KETO-LEUCINE CALCIUM', 'ALPHA-KETO-PHENYLALANINE CALCIUM', 'ALPHA-KETO-VALINE CALCIUM', 'HISTIDINE', 'LYSINE ACETATE', 'THREONINE', 'TRYPTOPHAN', 'TYROSINE']",UNKNOWN,,0
DTL1922727304A2,NODROF PE,DIPHENHYDRAMINE HYDROCHLORIDE | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE,[],UNKNOWN,,0
DBL2106421563A1,NOGAZE,KOMBINASI-SIMETHICONE POWDER,['SIMETHICONE POWDER'],UNKNOWN,,0
DKI2467700115A1,NOLTEC,ILAPRAZOLE,['ILAPRAZOLE'],UNKNOWN,,0
DKL9409309601B1,NOMIKA 100,MINOCYCLINE HYDROCHLORIDE,['MINOCYCLINE HYDROCHLORIDE'],antibiotik_tetrasiklin,antibiotik_tetrasiklin,1
DKL1433532137A1,NOPRENIA,RISPERIDONE,['RISPERIDONE'],UNKNOWN,,0
DKL2622253816A1,NORGESTIN,ETHINYLESTRADIOL | LEVONORGESTREL,"['ETHINYLESTRADIOL', 'LEVONORGESTREL']",UNKNOWN,,0
DKL2031546243A1,NORPHAGEN,GLYCINE | L-CYSTEINE HYDROCHLORIDE MONOHYDRATE | MONOAMMONIUM GLYCYRRHIZINATE,"['GLYCINE', 'L-CYSTEINE HYDROCHLORIDE MONOHYDRATE', 'MONOAMMONIUM GLYCYRRHIZINATE']",UNKNOWN,,0
DKL1408021544A1,NORSEC,KOMBINASI-KOMBINASI OMEPRAZOLE SODIUM LYOPHILIZED,['KOMBINASI OMEPRAZOLE SODIUM LYOPHILIZED'],UNKNOWN,,0
DKL9609205904A1,NORVOM,METOCLOPRAMIDE HYDROCHLORIDE MONOHYDRATE,['METOCLOPRAMIDE HYDROCHLORIDE MONOHYDRATE'],UNKNOWN,,0
DKL1133524843A1,NOSORBID,KOMBINASI-ISOSORBIDE DINITRATE 10 IN SODIUM CHLORIDE,['ISOSORBIDE DINITRATE 10 IN SODIUM CHLORIDE'],UNKNOWN,,0
DKL0333509843A1,NOTRIXUM,ATRACURIUM BESILATE,['ATRACURIUM BESILATE'],UNKNOWN,,0
DTL2234015237A1,NOVACOLIN,PARACETAMOL. PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE,['PARACETAMOL. PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE'],UNKNOWN,,0
DTL2034013310A1,NOVADRYL,CHLORPHENAMINE MALEATE. DEXTROMETHORPHAN HYDROBROMIDE,['CHLORPHENAMINE MALEATE. DEXTROMETHORPHAN HYDROBROMIDE'],UNKNOWN,,0
DTL1934013204A1,NOVAGRIP,CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | PARACETAMOL,"['CHLORPHENAMINE MALEATE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'PARACETAMOL']",UNKNOWN,,0
DKL0234000209A1,NOVAPYRON,CYANOCOBALAMIN. METAMIZOLE SODIUM. PYRIDOXINE HYDROCHLORIDE. THIAMINE HYDROCHLORIDE,['CYANOCOBALAMIN. METAMIZOLE SODIUM. PYRIDOXINE HYDROCHLORIDE. THIAMINE HYDROCHLORIDE'],UNKNOWN,,0
DTL2234015304A1,NOVATUSIN,PARACETAMOL. PHENYLPROPANOLAMINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE. CHLORPHENAMINE MALEATE,['PARACETAMOL. PHENYLPROPANOLAMINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE. CHLORPHENAMINE MALEATE'],UNKNOWN,,0
DKL2302908336A1,NOVEL ORAL POLIOMYELITIS VACCINE TYPE 2 (NOPV2),LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 2 (MODIFIED SABIN STRAIN),['LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 2 (MODIFIED SABIN STRAIN)'],UNKNOWN,,0
DKL2133553417A1,NOVENYL,NOMEGESTROL ACETATE,['NOMEGESTROL ACETATE'],UNKNOWN,,0
DKL1333528301A1,NOVEXIB,CELECOXIB,['CELECOXIB'],nsaid,nsaid,1
DKI2064604944C1,NOVOEIGHT,TUROCTOCOG ALFA,['TUROCTOCOG ALFA'],UNKNOWN,,0
DKL1333529543A1,NOVORIN,CALCIUM FOLINATE,['CALCIUM FOLINATE'],UNKNOWN,,0
DKL2233555630A1,NOVOVENT-S,BENZOCAINE. CETRIMIDE. LIDOCAINE. PREDNISOLONE. LITHOSPERMI RADIX EXTRACT,['BENZOCAINE. CETRIMIDE. LIDOCAINE. PREDNISOLONE. LITHOSPERMI RADIX EXTRACT'],kortikosteroid,kortikosteroid,1
DTL9519914904A1,NOZA,PARACETAMOL. PSEUDOEPHEDRINE HYDROCHLORIDE. TRIPROLIDINE HYDROCHLORIDE,['PARACETAMOL. PSEUDOEPHEDRINE HYDROCHLORIDE. TRIPROLIDINE HYDROCHLORIDE'],UNKNOWN,,0
DKL1434610743A1,NTG,GLYCERYL TRINITRATE,['GLYCERYL TRINITRATE'],UNKNOWN,,0
DKL2043005930A1,NUCIDE,SODIUM FUSIDATE,['SODIUM FUSIDATE'],UNKNOWN,,0
DKL2043005729A1,NUCORT,HYDROCORTISONE | MICONAZOLE NITRATE,"['HYDROCORTISONE', 'MICONAZOLE NITRATE']",kortikosteroid,kortikosteroid,1
DKL0008012609A1,NUDEP-50,SERTRALINE HYDROCHLORIDE,['SERTRALINE HYDROCHLORIDE'],UNKNOWN,,0
DKL9918211510A1,NUFAPREG,PROMETHAZINE TEOCLATE,['PROMETHAZINE TEOCLATE'],UNKNOWN,,0
DKL2543012309A1,NUGIN RX,CAFFEINE | CYANOCOBALAMIN | METAMIZOLE SODIUM | PYRIDOXINE HYDROCHLORIDE | THIAMINE MONONITRATE,"['CAFFEINE', 'CYANOCOBALAMIN', 'METAMIZOLE SODIUM', 'PYRIDOXINE HYDROCHLORIDE', 'THIAMINE MONONITRATE']",xantin,xantin,1
DKL2133552043A1,NUPOVEL MCT,PROPOFOL,['PROPOFOL'],UNKNOWN,,0
DKL0922246049A1,NUPROSAN,LEUCINE. THREONINE. TRYPTOPHAN. PHENYLALANINE. TYROSINE. ALANINE. SERINE. L-METHIONINE. L-PROLINE. ASPARTIC ACID. GLUTAMIC ACID. L-ARGININE. L-HISTIDINE. GLYCINE. L-CYSTEINE. L-ISOLEUCINE. L-VALINE. L-LYSINE ACETATE,['LEUCINE. THREONINE. TRYPTOPHAN. PHENYLALANINE. TYROSINE. ALANINE. SERINE. L-METHIONINE. L-PROLINE. ASPARTIC ACID. GLUTAMIC ACID. L-ARGININE. L-HISTIDINE. GLYCINE. L-CYSTEINE. L-ISOLEUCINE. L-VALINE. L-LYSINE ACETATE'],UNKNOWN,,0
DKI2346200181A1,NURTEC,RIMEGEPANT SULFATE,['RIMEGEPANT SULFATE'],UNKNOWN,,0
DTL9803602637A1,NUSADRYL,DIPHENHYDRAMINE HYDROCHLORIDE. AMMONIUM CHLORIDE,['DIPHENHYDRAMINE HYDROCHLORIDE. AMMONIUM CHLORIDE'],UNKNOWN,,0
DKI2363501443A1,NUSAGARD,HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN,"['HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN', 'HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN', 'HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN', 'HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN']",UNKNOWN,,0
DKI2363602643A1,NUSAGARD,HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN. HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN. HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN. HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN,['HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN. HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN. HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN. HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN'],UNKNOWN,,0
DKL2143009010A1,NUSOTER,KOMBINASI-MISOPROSTOL DISPERSION HPMC,['MISOPROSTOL DISPERSION HPMC'],UNKNOWN,,0
DBL0103603937A1,NUTRANAK,GUAIFENESIN,['GUAIFENESIN'],UNKNOWN,,0
DKL2018218410A1,NUZARTAN,KOMBINASI-TELMISARTAN GRANULE,['TELMISARTAN GRANULE'],ace_arb,ace_arb,1
GKL2616112833A1,NYSTATIN,NYSTATIN,['NYSTATIN'],UNKNOWN,,0
DTL0921636838A1,NYTEX,ACETYLCYSTEINE,['ACETYLCYSTEINE'],UNKNOWN,,0
DTL1904135137A1,OB COMBI ANAK BATUK PILEK,CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | PSEUDOEPHEDRINE HYDROCHLORIDE,"['CHLORPHENAMINE MALEATE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'PSEUDOEPHEDRINE HYDROCHLORIDE']",UNKNOWN,,0
DTL1904134737A1,OB COMBI ANTITUSSIVE,DEXTROMETHORPHAN HYDROBROMIDE | DIPHENHYDRAMINE HYDROCHLORIDE,"['DEXTROMETHORPHAN HYDROBROMIDE', 'DIPHENHYDRAMINE HYDROCHLORIDE']",UNKNOWN,,0
DTL8304104337A1,OB COMBI BATUK PILEK,DIPHENHYDRAMINE HYDROCHLORIDE. PHENYLEPHRINE HYDROCHLORIDE. AMMONIUM CHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE,['DIPHENHYDRAMINE HYDROCHLORIDE. PHENYLEPHRINE HYDROCHLORIDE. AMMONIUM CHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE'],UNKNOWN,,0
DTL2015208537A1,OBAT BATUK 8 DEWA,AMMONIUM CHLORIDE | GUAIFENESIN | SUCCUS LIQUIRITIAE,"['AMMONIUM CHLORIDE', 'GUAIFENESIN', 'SUCCUS LIQUIRITIAE']",UNKNOWN,,0
DBL9910903937A1,OBAT BATUK PEPERMINT,AMMONIUM CHLORIDE,['AMMONIUM CHLORIDE'],UNKNOWN,,0
DTL7815205823A1,OBAT CACING 8 DEWA,PIPERAZINE PHOSPHATE,['PIPERAZINE PHOSPHATE'],UNKNOWN,,0
DBL2003400723A1,OBAT SAKIT KEPALA CAP PEDANG,ACETYLSALICYLIC ACID. PARACETAMOL. CAFFEINE,['ACETYLSALICYLIC ACID. PARACETAMOL. CAFFEINE'],nsaid,nsaid,1
DTL2004703023A1,OBAT SAKIT KEPALA U55 EXTRA,PARACETAMOL. IBUPROFEN. CAFFEINE,['PARACETAMOL. IBUPROFEN. CAFFEINE'],nsaid,nsaid,1
DBL1704702923A1,OBAT SAKIT KEPALA UI,ACETYLSALICYLIC ACID. CAFFEINE. PARACETAMOL,['ACETYLSALICYLIC ACID. CAFFEINE. PARACETAMOL'],nsaid,nsaid,1
GKL1431904743A1,OBAT SUNTIK KB II,ESTRADIOL CIPIONATE | MEDROXYPROGESTERONE ACETATE,"['ESTRADIOL CIPIONATE', 'MEDROXYPROGESTERONE ACETATE']",UNKNOWN,,0
DKL1413319201A1,OBESLIM,KOMBINASI-ORLISTAT PELLETS 50 W/W,['ORLISTAT PELLETS 50 W/W'],UNKNOWN,,0
LKE18209010,OBH,SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL,['SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL'],UNKNOWN,,0
DBL0410806837A1,OBH BERLICO (RASA JERUK NIPIS),SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE,['SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE'],UNKNOWN,,0
DTL0904131137A1,OBH COMBI ANAK BATUK PLUS FLU RASA APEL,SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. PARACETAMOL. CHLORPHENAMINE MALEATE. PSEUDOEPHEDRINE HYDROCHLORIDE,['SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. PARACETAMOL. CHLORPHENAMINE MALEATE. PSEUDOEPHEDRINE HYDROCHLORIDE'],UNKNOWN,,0
DTL1004132037A1,OBH COMBI BATUK + FLU RASA JAHE,SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL. PSEUDOEPHEDRINE HYDROCHLORIDE,['SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL. PSEUDOEPHEDRINE HYDROCHLORIDE'],UNKNOWN,,0
