backend_drug_id,nomor_registrasi,nama_produk,komposisi,komposisi_normalized,list_zat_aktif,jumlah_zat_aktif,drug_category,all_drug_categories,kategori_interaksi_obat,siap_cek_interaksi,kategori_obat_bpom,golongan_obat,perlu_resep,perlu_konfirmasi_apoteker,bentuk_sediaan,kelompok_bentuk_sediaan,rute_penggunaan_hint,kemasan,pendaftar,perusahaan,negara_asal,tanggal_terbit,masa_berlaku_sd,status_bpom,status_masa_berlaku,sisa_hari_berlaku,jumlah_varian_kemasan,category_match_source,category_match_pattern,category_source
DKI1742000543A1,DKI1742000543A1,ACTRAPID HM PENFILL,INSULIN HUMAN,INSULIN HUMAN,['INSULIN HUMAN'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Impor,Obat Keras,1,1,CAIRAN INJEKSI; 100 IU/ML,injeksi,parenteral,"DUS, 5 CARTRIDGE @ 3 ML",BETA PHARMACON - Indonesia,BETA PHARMACON,Indonesia,2019-05-23,2024-05-23,Berlaku,kedaluwarsa,-743,1,drug_name_category_lookup.csv,INSULIN,curated_rule
LKE13147017,LKE13147017,ALAXAN,PARACETAMOL. IBUPROFEN,PARACETAMOL. IBUPROFEN,['PARACETAMOL. IBUPROFEN'],1,nsaid,nsaid,nsaid,1,Lisensi - Khusus Ekspor,Khusus Ekspor,0,0,TABLET; 325 MG /200 MG,tablet,oral,"DUS, 50 BLISTER @ 10 TABLET ;; DUS, 10 BLISTER @ 10 TABLET ;; DUS, 1 BLISTER @ 10 TABLET",MEDIFARMA LABORATORIES - Indonesia,MEDIFARMA LABORATORIES,Indonesia,2023-05-15,2028-05-15,Berlaku (Khusus Ekspor),aktif,710,3,drug_name_category_lookup.csv,IBUPROFEN,curated_rule
DKL1222721904A1,DKL1222721904A1,ALIF 500,NAPROXEN SODIUM,NAPROXEN SODIUM,['NAPROXEN SODIUM'],1,nsaid,nsaid,nsaid,1,Obat Keras - Lokal,Obat Keras,1,1,KAPLET,kaplet,oral,"DUS, 10 STRIP @ 10 KAPLET",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2026-03-31,2031-03-31,Berlaku,aktif,1760,1,drug_name_category_lookup.csv,NAPROXEN,curated_rule
DKL1806318331A1,DKL1806318331A1,ALLETROL COMPOSITUM,DEXAMETHASONE SODIUM PHOSPHATE. NEOMYCIN SULFATE. POLYMYXIN B SULFATE,DEXAMETHASONE SODIUM PHOSPHATE. NEOMYCIN SULFATE. POLYMYXIN B SULFATE,['DEXAMETHASONE SODIUM PHOSPHATE. NEOMYCIN SULFATE. POLYMYXIN B SULFATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,"SALEP MATA; 1,316 MG /5,175 MG /6000 IU",salep,mata,"DUS, 1 TUBE @ 3,5 G",ERLANGGA EDI LABORATORIES (ERELA) - Indonesia,ERLANGGA EDI LABORATORIES (ERELA),Indonesia,2024-07-01,2028-11-27,Berlaku,aktif,906,1,drug_name_category_lookup.csv,DEXAMETHASONE,curated_rule
DKL2206309746B1,DKL2206309746B1,ALLETROL COMPOSITUM FORTE,POLYMYXIN B SULFATE. DEXAMETHASONE SODIUM PHOSPHATE. NEOMYCIN SULFATE,POLYMYXIN B SULFATE. DEXAMETHASONE SODIUM PHOSPHATE. NEOMYCIN SULFATE,['POLYMYXIN B SULFATE. DEXAMETHASONE SODIUM PHOSPHATE. NEOMYCIN SULFATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,"TETES MATA; 10.000 IU /1,32 MG /5,18 MG",tetes,mata,"DUS, 1 BOTOL PLASTIK @ 5 ML",ERLANGGA EDI LABORATORIES (ERELA) - Indonesia,ERLANGGA EDI LABORATORIES (ERELA),Indonesia,2022-11-01,2027-11-01,Berlaku,aktif,514,1,drug_name_category_lookup.csv,DEXAMETHASONE,curated_rule
GKL2613615210A1,GKL2613615210A1,AMLODIPINE BESILATE,AMLODIPINE BESILATE,AMLODIPINE BESILATE,['AMLODIPINE BESILATE'],1,ccb,ccb,ccb,1,Obat Generik Keras - Lokal,Obat Keras,1,1,TABLET,tablet,oral,"DUS, 10 STRIP @ 10 TABLET",LUCAS DJAJA - Indonesia,LUCAS DJAJA,Indonesia,2026-04-20,2031-04-20,Berlaku,aktif,1780,1,drug_name_category_lookup.csv,AMLODIPINE,curated_rule
DKL2102907843A1,DKL2102907843A1,ANTITEN-A,ENOXAPARIN SODIUM,ENOXAPARIN SODIUM,['ENOXAPARIN SODIUM'],1,antikoagulan,antikoagulan,antikoagulan,1,Obat Keras - Lokal,Obat Keras,1,1,INJEKSI,injeksi,parenteral,"DUS, 2 PREFILLED SYRINGE @ 0,4 ML + 2 NEEDLES ;; DUS, 2 PREFILLED SYRINGE @ 0,6 ML + 2 NEEDLES ;; DUS, 2 PREFILLED SYRINGE @ 1 ML + 2 NEEDLES",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2025-09-12,2030-09-12,Berlaku,aktif,1560,3,drug_name_category_lookup.csv,ENOXAPARIN,curated_rule
DKI0559201843A1,DKI0559201843A1,APIDRA,INSULIN GLULISINE,INSULIN GLULISINE,['INSULIN GLULISINE'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Impor,Obat Keras,1,1,LARUTAN INJEKSI; 100 IU,injeksi,parenteral,"DUS, 1 VIAL @ 10 ML",KALVENTIS SINERGI FARMA - Indonesia,KALVENTIS SINERGI FARMA,Indonesia,2022-12-28,2027-12-28,Berlaku,aktif,571,1,drug_name_category_lookup.csv,INSULIN,curated_rule
DKL2531552917A1,DKL2531552917A1,APIFAR,APIXABAN,APIXABAN,['APIXABAN'],1,antikoagulan,antikoagulan,antikoagulan,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",PRATAPA NIRMALA - Indonesia,PRATAPA NIRMALA,Indonesia,2025-12-31,2030-12-31,Berlaku,aktif,1670,1,drug_name_category_lookup.csv,APIXABAN,curated_rule
LKE26020034,LKE26020034,ASPRO 300,KOMBINASI-COATED ASPIRIN,COATED ASPIRIN,['COATED ASPIRIN'],1,nsaid,nsaid,nsaid,1,Lisensi - Khusus Ekspor,Khusus Ekspor,0,0,TABLET EFFERVESCENT,tablet,oral,"DUS, 4 STRIP @ 6 TABLET EFFERVESCENT ;; DUS, 10 STRIP @ 6 TABLET EFFERVESCENT",BAYER INDONESIA - Indonesia,BAYER INDONESIA,Indonesia,2026-02-13,2031-02-13,Berlaku,aktif,1714,2,drug_name_category_lookup.csv,ASPIRIN,curated_rule
DKL9609311615A1,DKL9609311615A1,ASTIKA,ACETYLSALICYLIC ACID,ACETYLSALICYLIC ACID,['ACETYLSALICYLIC ACID'],1,nsaid,nsaid,nsaid,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET SALUT ENTERIK,tablet,oral,"DUS, 10 STRIP @ 10 TABLET SALUT ENTERIK",IKAPHARMINDO PUTRAMAS Tbk. - Indonesia,IKAPHARMINDO PUTRAMAS Tbk.,Indonesia,2026-04-21,2031-01-21,Berlaku,aktif,1691,1,drug_name_category_lookup.csv,ACETYLSALICYLIC,curated_rule
DKI2297301467A1,DKI2297301467A1,ATECTURA BREEZHALER,INDACATEROL ACETATE | MOMETASONE FUROATE,INDACATEROL ACETATE | MOMETASONE FUROATE,"['INDACATEROL ACETATE', 'MOMETASONE FUROATE']",2,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Impor,Obat Keras,1,1,SERBUK INHALER,lainnya,oral,"DUS, 3 BLISTER @ 10 KAPSUL + 1 INHALER",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2024-03-26,2027-07-12,Berlaku,aktif,402,1,drug_name_category_lookup.csv,MOMETASONE,curated_rule
GKL2102506709C1,GKL2102506709C1,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,['ATORVASTATIN CALCIUM'],1,statin,statin,statin,1,Obat Generik Keras - Lokal,Obat Keras,1,1,KAPLET SALUT SELAPUT,kaplet,oral,"DUS, 10 STRIP @ 10 KAPLET SALUT SELAPUT ;; DUS, 3 STRIP @ 10 KAPLET SALUT SELAPUT",DIPA PHARMALAB INTERSAINS - Indonesia,DIPA PHARMALAB INTERSAINS,Indonesia,2025-12-12,2030-12-12,Berlaku,aktif,1651,2,drug_name_category_lookup.csv,ATORVASTATIN,curated_rule
GKL1938202509A1,GKL1938202509A1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,['ATORVASTATIN CALCIUM TRIHYDRATE'],1,statin,statin,statin,1,Obat Generik Keras - Lokal,Obat Keras,1,1,KAPLET SALUT SELAPUT,kaplet,oral,"DUS, 10 STRIP @ 10 KAPLET SALUT SELAPUT",PHARMA HEALTH CARE - Indonesia,PHARMA HEALTH CARE,Indonesia,2026-01-23,2031-01-23,Berlaku,aktif,1693,1,drug_name_category_lookup.csv,ATORVASTATIN,curated_rule
DKI2569600117A1,DKI2569600117A1,ATOZET,ATORVASTATIN CALCIUM TRIHYDRATE | EZETIMIBE,ATORVASTATIN CALCIUM TRIHYDRATE | EZETIMIBE,"['ATORVASTATIN CALCIUM TRIHYDRATE', 'EZETIMIBE']",2,statin,statin,statin,1,Obat Keras - Impor,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",ORGANON PHARMA INDONESIA TBK - Indonesia,ORGANON PHARMA INDONESIA TBK,Indonesia,2025-06-05,2029-01-27,Berlaku,aktif,967,1,drug_name_category_lookup.csv,ATORVASTATIN,curated_rule
DKI1863501217A1,DKI1863501217A1,ATOZET,ATORVASTATIN CALCIUM TRIHYDRATE. EZETIMIBE,ATORVASTATIN CALCIUM TRIHYDRATE. EZETIMIBE,[],0,statin,statin,statin,1,Obat Keras - Impor,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",ORGANON PHARMA INDONESIA TBK - Indonesia,ORGANON PHARMA INDONESIA TBK,Indonesia,2024-03-28,2029-01-27,Berlaku,aktif,967,1,drug_name_category_lookup.csv,ATORVASTATIN,curated_rule
DKI2191601556A1,DKI2191601556A1,AVAMYS,FLUTICASONE FUROATE,FLUTICASONE FUROATE,['FLUTICASONE FUROATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Impor,Obat Keras,1,1,SUSPENSI,suspensi,oral,"DUS, 1 BOTOL @ 120 SPRAY",GLAXO WELLCOME INDONESIA - Indonesia,GLAXO WELLCOME INDONESIA,Indonesia,2026-02-12,2031-02-12,Berlaku,aktif,1713,1,drug_name_category_lookup.csv,FLUTICASONE,curated_rule
DKL9102002129A1,DKL9102002129A1,BAYCUTEN-N,CLOTRIMAZOLE. DEXAMETHASONE ACETATE,CLOTRIMAZOLE. DEXAMETHASONE ACETATE,[],0,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,KRIM,krim,topikal,"DUS, 1 TUBE @ 5 G ;; DUS, TUBE @ 5 G",BAYER INDONESIA - Indonesia,BAYER INDONESIA,Indonesia,2024-12-18,2029-12-18,Berlaku,aktif,1292,2,drug_name_category_lookup.csv,DEXAMETHASONE,curated_rule
LKE24186003,LKE24186003,BEMETHA TABLET 0.5 MG,BETAMETHASONE,BETAMETHASONE,['BETAMETHASONE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Lisensi - Khusus Ekspor,Khusus Ekspor,0,0,TABLET; 0.5 MG,tablet,oral,"DUS,100 BLISTER @ 10 TABLET",SYDNA FARMA - Indonesia,SYDNA FARMA,Indonesia,2024-07-25,2029-07-25,Berlaku (Khusus Ekspor),aktif,1146,1,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
DKL9602322929A1,DKL9602322929A1,BENOSON M,BETAMETHASONE VALERATE | MICONAZOLE NITRATE,BETAMETHASONE VALERATE | MICONAZOLE NITRATE,"['BETAMETHASONE VALERATE', 'MICONAZOLE NITRATE']",2,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,KRIM,krim,topikal,"DUS, 1 TUBE @ 5 G",BERNOFARM - Indonesia,BERNOFARM,Indonesia,2025-08-13,2030-08-13,Berlaku,aktif,1530,1,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
DKL2116712629A1,DKL2116712629A1,BETAGEN-G,BETAMETHASONE DIPROPIONATE. GENTAMICIN SULFATE,BETAMETHASONE DIPROPIONATE. GENTAMICIN SULFATE,['BETAMETHASONE DIPROPIONATE. GENTAMICIN SULFATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,"KRIM; 0,64 MG /1,58 MG",krim,topikal,"DUS, 1 TUBE @ 5 GRAM",MULIA FARMA SUCI - Indonesia,MULIA FARMA SUCI,Indonesia,2023-03-17,2028-03-17,Berlaku,aktif,651,1,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
DKL9722222646A1,DKL9722222646A1,BETAM-OPTHAL,BETAMETHASONE SODIUM PHOSPHATE,BETAMETHASONE SODIUM PHOSPHATE,['BETAMETHASONE SODIUM PHOSPHATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,TETES MATA,tetes,mata,"DUS, 1 BOTOL PLASTIK @ 5 ML",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2025-06-05,2029-02-03,Berlaku,aktif,974,1,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
DKL9830905929A1,DKL9830905929A1,BEVALEX,NEOMYCIN SULFATE. BETAMETHASONE VALERATE,NEOMYCIN SULFATE. BETAMETHASONE VALERATE,['NEOMYCIN SULFATE. BETAMETHASONE VALERATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,"KRIM; 5 MG /1,21 MG",krim,topikal,"DUS, 1 TUBE @ 5 GRAM",MOLEX AYUS - Indonesia,MOLEX AYUS,Indonesia,2024-02-07,2027-12-31,Berlaku,aktif,574,1,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
DKL9714809229A1,DKL9714809229A1,BIOCORT,BETAMETHASONE VALERATE. GENTAMICIN SULFATE,BETAMETHASONE VALERATE. GENTAMICIN SULFATE,[],0,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,KRIM,krim,topikal,"DUS, 1 TUBE @ 5 GRAM ;; DUS, 1 TUBE @ 10 GRAM",MEDIKON PRIMA LABORATORIES - Indonesia,MEDIKON PRIMA LABORATORIES,Indonesia,2023-03-29,2028-03-05,Berlaku,aktif,639,2,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
DKL0022231660A1,DKL0022231660A1,BLECIDEX,GRAMICIDIN. DEXAMETHASONE SODIUM METASULFOBENZOATE. FRAMYCETIN SULFATE,GRAMICIDIN. DEXAMETHASONE SODIUM METASULFOBENZOATE. FRAMYCETIN SULFATE,['GRAMICIDIN. DEXAMETHASONE SODIUM METASULFOBENZOATE. FRAMYCETIN SULFATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,"TETES MATA DAN TELINGA; 0,05 MG /0,795 MG /5 MG",tetes,mata,"DUS, 1 BOTOL @ 5 ML",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2024-06-01,2027-12-31,Berlaku,aktif,574,1,drug_name_category_lookup.csv,DEXAMETHASONE,curated_rule
DKL9825101910A1,DKL9825101910A1,BLOPRESS,CANDESARTAN CILEXETIL,CANDESARTAN CILEXETIL,['CANDESARTAN CILEXETIL'],1,ace_arb,ace_arb,ace_arb,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET,tablet,oral,"DUS, 2 BLISTER @ 7 TABLET",TAKEDA INDONESIA - Indonesia,TAKEDA INDONESIA,Indonesia,2026-03-31,2031-03-31,Berlaku,aktif,1760,1,drug_name_category_lookup.csv,CANDESARTAN,curated_rule
DTL0622719204A1,DTL0622719204A1,BODREX EXTRA,CAFFEINE | IBUPROFEN | PARACETAMOL,CAFFEINE | IBUPROFEN | PARACETAMOL,"['CAFFEINE', 'IBUPROFEN', 'PARACETAMOL']",3,nsaid,nsaid|xantin,nsaid,1,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,0,1,KAPLET,kaplet,oral,"1 BLISTER @ 4 KAPLET ;; DUS, 25 BLISTER @ 4 KAPLET",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2025-01-22,2030-01-22,Berlaku,aktif,1327,2,drug_name_category_lookup.csv,CAFFEINE|IBUPROFEN,curated_rule
DKL7225102553A1,DKL7225102553A1,BORRAGINOL-S,BENZOCAINE | CETRIMIDE | LIDOCAINE | LITHOSPERMI RADIX EXTRACT | PREDNISOLONE,BENZOCAINE | CETRIMIDE | LIDOCAINE | LITHOSPERMI RADIX EXTRACT | PREDNISOLONE,"['BENZOCAINE', 'CETRIMIDE', 'LIDOCAINE', 'LITHOSPERMI RADIX EXTRACT', 'PREDNISOLONE']",5,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,SUPPOSITORIA,lainnya,rektal/vaginal,"DUS, 2 STRIP @ 5 SUPPOSITORIA",TAKEDA INDONESIA - Indonesia,TAKEDA INDONESIA,Indonesia,2025-01-16,2030-01-16,Berlaku,aktif,1321,1,drug_name_category_lookup.csv,PREDNISOLONE,curated_rule
DKL9822225146A1,DKL9822225146A1,BRALIFEX PLUS,DEXAMETHASONE | TOBRAMYCIN,DEXAMETHASONE | TOBRAMYCIN,"['DEXAMETHASONE', 'TOBRAMYCIN']",2,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,TETES MATA,tetes,mata,"DUS, 1 BOTOL PLASTIK TETES @ 5 ML ;; DUS, 1 BOTOL PLASTIK @ 5 ML",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2025-08-04,2029-10-12,Berlaku,aktif,1225,2,drug_name_category_lookup.csv,DEXAMETHASONE,curated_rule
DKL0600914704A1,DKL0600914704A1,BUFACARYL,DEXCHLORPHENIRAMINE MALEATE. DEXAMETHASONE,DEXCHLORPHENIRAMINE MALEATE. DEXAMETHASONE,['DEXCHLORPHENIRAMINE MALEATE. DEXAMETHASONE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,"KAPLET; 2 MG /0,5 MG",kaplet,oral,"DUS, 10 STRIP @ 10 KAPLET",BUFA ANEKA - Indonesia,BUFA ANEKA,Indonesia,2024-08-23,2029-06-04,Berlaku,aktif,1095,1,drug_name_category_lookup.csv,DEXAMETHASONE,curated_rule
DKL7200914829A1,DKL7200914829A1,BUFACORT - N,NEOMYCIN SULFATE. HYDROCORTISONE ACETATE,NEOMYCIN SULFATE. HYDROCORTISONE ACETATE,['NEOMYCIN SULFATE. HYDROCORTISONE ACETATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,KRIM; 5 MG /10 MG,krim,topikal,"DUS, 1 TUBE @ 5 G",BUFA ANEKA - Indonesia,BUFA ANEKA,Indonesia,2024-09-20,2029-03-21,Berlaku,aktif,1020,1,drug_name_category_lookup.csv,HYDROCORTISONE,curated_rule
DKI1258501317A1,DKI1258501317A1,CADUET,ATORVASTATIN CALCIUM. AMLODIPINE BESILATE,ATORVASTATIN CALCIUM. AMLODIPINE BESILATE,['ATORVASTATIN CALCIUM. AMLODIPINE BESILATE'],1,ccb,ccb|statin,ccb,1,Obat Keras - Impor,Obat Keras,1,1,TABLET SALUT SELAPUT; 10.85 MG /6.94 MG,tablet,oral,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",PFIZER INDONESIA - Indonesia,PFIZER INDONESIA,Indonesia,2021-07-22,2026-07-22,Berlaku,aktif,47,1,drug_name_category_lookup.csv,AMLODIPINE|ATORVASTATIN,curated_rule
DKI2558502117A1,DKI2558502117A1,CADUET,AMLODIPINE BESILATE | ATORVASTATIN CALCIUM,AMLODIPINE BESILATE | ATORVASTATIN CALCIUM,"['AMLODIPINE BESILATE', 'ATORVASTATIN CALCIUM']",2,ccb,ccb|statin,ccb,1,Obat Keras - Impor,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",PFIZER INDONESIA - Indonesia,PFIZER INDONESIA,Indonesia,2025-09-29,2030-09-29,Berlaku,aktif,1577,1,drug_name_category_lookup.csv,AMLODIPINE|ATORVASTATIN,curated_rule
DKL2106720443A1,DKL2106720443A1,CAPNEU,CAFFEINE ANHYDROUS,CAFFEINE ANHYDROUS,['CAFFEINE ANHYDROUS'],1,xantin,xantin,xantin,1,Obat Keras - Lokal,Obat Keras,1,1,INJEKSI,injeksi,parenteral,"DUS, 6 AMPUL @ 2 ML",ETHICA INDUSTRI FARMASI (SITE JABABEKA) - Indonesia,ETHICA INDUSTRI FARMASI (SITE JABABEKA),Indonesia,2025-12-09,2030-12-09,Berlaku,aktif,1648,1,drug_name_category_lookup.csv,CAFFEINE,curated_rule
DKL2132408243A1,DKL2132408243A1,CAPRISULIN LOG-G,INSULIN GLARGINE,INSULIN GLARGINE,['INSULIN GLARGINE'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Lokal,Obat Keras,1,1,LARUTAN INJEKSI,injeksi,parenteral,"DUS, 5 DISPOSABLE PEN @ 3 ML",CAPRIFARMINDO LABORATORIES - Indonesia,CAPRIFARMINDO LABORATORIES,Indonesia,2026-02-19,2031-02-19,Berlaku,aktif,1720,1,drug_name_category_lookup.csv,INSULIN,curated_rule
GKL1106506310A1,GKL1106506310A1,CAPTOPRIL,CAPTOPRIL,CAPTOPRIL,['CAPTOPRIL'],1,ace_arb,ace_arb,ace_arb,1,Obat Generik Keras - Lokal,Obat Keras,1,1,TABLET,tablet,oral,"DUS, 10 STRIP @ 10 TABLET",ERRITA PHARMA - Indonesia,ERRITA PHARMA,Indonesia,2026-02-07,2031-02-07,Berlaku,aktif,1708,1,drug_name_category_lookup.csv,CAPTOPRIL,curated_rule
GKL1433311410A1,GKL1433311410A1,CARBAMAZEPINE,CARBAMAZEPINE,CARBAMAZEPINE,['CARBAMAZEPINE'],1,antikonvulsan,antikonvulsan,antikonvulsan,1,Obat Generik Keras - Lokal,Obat Keras,1,1,TABLET; 200 MG,tablet,oral,"DUS, 10 BLISTER @ 10 TABLET",MERSIFARMA TIRMAKU MERCUSANA - Indonesia,MERSIFARMA TIRMAKU MERCUSANA,Indonesia,2023-11-13,2028-11-13,Berlaku,aktif,892,1,drug_name_category_lookup.csv,CARBAMAZEPINE,curated_rule
DKL2032720917A1,DKL2032720917A1,CARDUO,AMLODIPINE BESILATE | ATORVASTATIN CALCIUM TRIHYDRATE,AMLODIPINE BESILATE | ATORVASTATIN CALCIUM TRIHYDRATE,"['AMLODIPINE BESILATE', 'ATORVASTATIN CALCIUM TRIHYDRATE']",2,ccb,ccb|statin,ccb,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",YARINDO FARMATAMA - Indonesia,YARINDO FARMATAMA,Indonesia,2025-09-25,2030-09-19,Berlaku,aktif,1567,1,drug_name_category_lookup.csv,AMLODIPINE|ATORVASTATIN,curated_rule
DKL2333556717A1,DKL2333556717A1,CARMELO,AMLODIPINE BESILATE | OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE | OLMESARTAN MEDOXOMIL,"['AMLODIPINE BESILATE', 'OLMESARTAN MEDOXOMIL']",2,ace_arb,ace_arb|ccb,ace_arb,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 3 STRIP @ 10 TABLET SALUT SELAPUT",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2026-03-16,2031-03-16,Berlaku,aktif,1745,1,drug_name_category_lookup.csv,AMLODIPINE|OLMESARTAN,curated_rule
DKI0667504636A1,DKI0667504636A1,CATAFLAM,DICLOFENAC RESINATE,DICLOFENAC RESINATE,['DICLOFENAC RESINATE'],1,nsaid,nsaid,nsaid,1,Obat Keras - Impor,Obat Keras,1,1,DROPS,lainnya,oral,"DUS, BOTOL PLASTIK @ 15 ML",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2022-04-27,2027-04-27,Berlaku,aktif,326,1,drug_name_category_lookup.csv,DICLOFENAC,curated_rule
DKL9930408481A1,DKL9930408481A1,CATAFLAM D,DICLOFENAC,DICLOFENAC,['DICLOFENAC'],1,nsaid,nsaid,nsaid,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET DISPERSIBLE,tablet,oral,"DUS, 5 BLISTER @ 10 TABLET DISPERSIBLE",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2022-08-22,2027-08-22,Berlaku,aktif,443,1,drug_name_category_lookup.csv,DICLOFENAC,curated_rule
DKL1809225237A1,DKL1809225237A1,CELESTAR,DEXCHLORPHENIRAMINE MALEATE. BETAMETHASONE,DEXCHLORPHENIRAMINE MALEATE. BETAMETHASONE,[],0,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,SIRUP,sirup,oral,"DUS, 1 BOTOL @ 60 ML",IFARS PHARMACEUTICAL LABORATORIES - Indonesia,IFARS PHARMACEUTICAL LABORATORIES,Indonesia,2024-12-13,2029-12-13,Berlaku,aktif,1287,1,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
DKL7603814831A1,DKL7603814831A1,CENDO CETAPRED,SULFACETAMIDE SODIUM. PREDNISOLONE SODIUM PHOSPHATE,SULFACETAMIDE SODIUM. PREDNISOLONE SODIUM PHOSPHATE,['SULFACETAMIDE SODIUM. PREDNISOLONE SODIUM PHOSPHATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,"SALEP MATA; 100,00 MG /3,50 MG",salep,mata,"POT, 1 TUBE @3,5 G",CENDO - Indonesia,CENDO,Indonesia,2023-07-13,2026-12-27,Berlaku,aktif,205,1,drug_name_category_lookup.csv,PREDNISOLONE,curated_rule
DKL7803810846A1,DKL7803810846A1,CENDO GENTASON,GENTAMICIN SULFATE. DEXAMETHASONE SODIUM PHOSPHATE,GENTAMICIN SULFATE. DEXAMETHASONE SODIUM PHOSPHATE,['GENTAMICIN SULFATE. DEXAMETHASONE SODIUM PHOSPHATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,TETES MATA; 5 MG /1 MG,tetes,mata,"CATCH COVER, 5 BOTOL PLASTIK @ 0,6 ML ;; BOTOL PLASTIK @ 5 ML",CENDO - Indonesia,CENDO,Indonesia,2024-03-12,2026-11-10,Berlaku,aktif,158,2,drug_name_category_lookup.csv,DEXAMETHASONE,curated_rule
